CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
61.584.140/0001-49;2025-01-01;1;148564;REDE ENERGIA PARTICIPAÇÕES S.A.;Diário do Comércio;MG
61.584.140/0001-49;2025-01-01;1;148564;REDE ENERGIA PARTICIPAÇÕES S.A.;https://ri.energisa.com.br/;MG
61.584.140/0001-49;2025-01-01;1;148564;REDE ENERGIA PARTICIPAÇÕES S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
61.585.865/0001-51;2025-01-01;1;149910;Raia Drogasil S.A.;O Estado de São Paulo;SP
61.695.227/0001-93;2025-01-01;2;146249;ELETROPAULO METROP. ELET. SAO PAULO S.A.;Valor Econômico;SP
61.856.571/0001-17;2025-01-01;2;148945;CIA GAS DE SAO PAULO - COMGAS;O Estado de São Paulo;SP
62.002.886/0001-60;2025-01-01;1;148697;SAO PAULO TURISMO S.A.;Folha de São Paulo;SP
62.002.886/0001-60;2025-01-01;1;148697;SAO PAULO TURISMO S.A.;Site www.spturis.com;SP
62.070.362/0001-06;2025-01-01;1;144390;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;Diário Oficial do Estado;SP
62.070.362/0001-06;2025-01-01;1;144390;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;Folha de São Paulo;SP
62.070.362/0001-06;2025-01-01;1;144390;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;https://publicidadelegal.folha.uol.com.br/;SP
62.144.175/0001-20;2025-01-01;1;144493;BCO PINE S.A;Diário Oficial;SP
62.144.175/0001-20;2025-01-01;1;144493;BCO PINE S.A;http://publicidadelegal.folha.com.br;SP
62.232.889/0001-90;2025-01-01;1;145398;BCO DAYCOVAL S.A.;Diário Oficial do Estado de São Paulo;SP
62.232.889/0001-90;2025-01-01;1;145398;BCO DAYCOVAL S.A.;Jornal O Estado de São Paulo;SP
62.258.884/0001-36;2025-01-01;1;149094;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;O Dia;SP
62.258.884/0001-36;2025-01-01;1;149094;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Portal Jornal O Dia;SP
62.307.848/0001-15;2025-01-01;1;148748;BANCO RCI BRASIL S.A.;Jornal Bem Paraná;PR
62.984.091/0001-02;2025-01-01;1;144872;CRUZEIRO DO SUL EDUCACIONAL S.A.;O Estado de São Paulo;SP
64.904.295/0001-03;2025-01-01;3;149974;CAMIL ALIMENTOS S.A.;Diário Comercial;SP
65.654.303/0001-73;2025-01-01;1;145297;DIBENS LEASING S.A. - ARREND.MERCANTIL;https://estadaori.estadao.com.br/publicacoes/;SP
65.654.303/0001-73;2025-01-01;1;145297;DIBENS LEASING S.A. - ARREND.MERCANTIL;https://prnewswire.com.br;SP
65.654.303/0001-73;2025-01-01;1;145297;DIBENS LEASING S.A. - ARREND.MERCANTIL;O Estado de São Paulo;SP
67.010.660/0001-24;2025-01-01;2;151477;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Diario Oficial do Estado;SP
67.010.660/0001-24;2025-01-01;2;151477;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;O Estado de São Paulo;SP
67.010.660/0001-24;2025-01-01;2;151477;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Portal do Jornal O Estado de São Paulo (Estadão);SP
67.571.414/0001-41;2025-01-01;2;149326;VIVER INCORPORADORA E CONSTRUTORA S.A.;Monitor Mercantil SP;SP
67.620.377/0001-14;2025-01-01;1;148931;MINERVA S.A.;O Diário de Barretos;SP
67.620.377/0001-14;2025-01-01;1;148931;MINERVA S.A.;PORTAL MZ (portal.mzgroup.com);SP
71.208.516/0001-74;2025-01-01;1;149194;ALGAR TELECOM S/A;Diário de Uberlândia;MG
71.208.516/0001-74;2025-01-01;1;149194;ALGAR TELECOM S/A;Portal NEO1 (http://www.portalneo1.net/);SP
71.476.527/0001-35;2025-01-01;1;146228;CONSTRUTORA TENDA S.A.;Estado de São Paulo;SP
71.673.990/0001-77;2025-01-01;4;149869;NATURA COSMÉTICOS S.A.;https://ri.natura.com.br/;SP
71.673.990/0001-77;2025-01-01;4;149869;NATURA COSMÉTICOS S.A.;https://valor.globo.com/;BR
71.673.990/0001-77;2025-01-01;4;149869;NATURA COSMÉTICOS S.A.;Jornal Valor Impresso;BR
73.178.600/0001-18;2025-01-01;1;148363;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Folha de São Paulo;SP
73.903.718/0001-61;2025-01-01;2;146769;SNB PARTICIPACOES SA;Jornal Notícias do Dia;SC
75.315.333/0001-09;2025-01-01;3;151670;ATACADÃO S.A.;Estado de São Paulo;SP
75.315.333/0001-09;2025-01-01;3;151670;ATACADÃO S.A.;Portal MZ Group *portal.mzgroup.com*;SP
75.609.123/0001-23;2025-01-01;1;149210;Unidas Locações e Serviços S.A.;JORNAL INDÚSTRIA & COMÉRCIO;PR
75.609.123/0001-23;2025-01-01;1;149210;Unidas Locações e Serviços S.A.;ri.unidas.com.br;PR
76.483.817/0001-20;2025-01-01;1;146682;CIA PARANAENSE DE ENERGIA - COPEL;https://valor.globo.com/valor-ri/;SP
76.483.817/0001-20;2025-01-01;1;146682;CIA PARANAENSE DE ENERGIA - COPEL;portal.mzgroup.com;SP
76.483.817/0001-20;2025-01-01;1;146682;CIA PARANAENSE DE ENERGIA - COPEL;Valor Econômico;SP
76.484.013/0001-45;2025-01-01;1;144538;CIA SANEAMENTO DO PARANA - SANEPAR;Portal Sumaq (https://sumaq.report/);SP
76.484.013/0001-45;2025-01-01;1;144538;CIA SANEAMENTO DO PARANA - SANEPAR;Valor Econômico;SP
76.535.764/0001-43;2025-01-01;1;144557;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Portal MZ (portal.mzgroup.com/);SP
76.535.764/0001-43;2025-01-01;1;144557;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Valor Econômico;RJ
76.627.504/0001-06;2025-01-01;1;148734;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;Jornal Bem Paraná;PR
76.627.504/0001-06;2025-01-01;1;148734;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;Valor Econômico;SP
79.430.682/0001-22;2025-01-01;1;148372;FARMÁCIA E DROGARIA NISSEI S.A.;https://ri.nisseisa.com.br/default.aspx;PR
80.680.093/0001-81;2025-01-01;1;148962;Senior Sistemas S.A.;https://ri.senior.com.br/;SC
80.680.093/0001-81;2025-01-01;1;148962;Senior Sistemas S.A.;Valor Econômico;SP
81.243.735/0001-48;2025-01-01;3;148187;POSITIVO TECNOLOGIA S.A.;Jornal Diário Comercial (Edição Nacional);SP
81.243.735/0001-48;2025-01-01;3;148187;POSITIVO TECNOLOGIA S.A.;Metrópole;PR
81.616.807/0001-55;2025-01-01;1;149938;Granja Faria S.A.;Diário do Sul;SC
81.616.807/0001-55;2025-01-01;1;149938;Granja Faria S.A.;http://financeiro.granjafaria.com.br/;SC
82.120.676/0001-83;2025-01-01;1;146754;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;O Dia SP;SP
82.508.433/0001-17;2025-01-01;3;150077;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Diario Oficial do Estado de Santa Catarina;SC
82.508.433/0001-17;2025-01-01;3;150077;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Notícias do Dia;SC
82.636.986/0001-55;2025-01-01;4;151711;TEKA-TECELAGEM KUEHNRICH S.A. - Em Recuperação Judicial;CVM - https://www.gov.br/cvm/pt-br/;SP
82.636.986/0001-55;2025-01-01;4;151711;TEKA-TECELAGEM KUEHNRICH S.A. - Em Recuperação Judicial;Portal NEO1 - http://www.portalneo1.net;SP
82.636.986/0001-55;2025-01-01;4;151711;TEKA-TECELAGEM KUEHNRICH S.A. - Em Recuperação Judicial;www.teka.com.br;SC
82.640.558/0001-04;2025-01-01;1;148679;KARSTEN S.A.;Jornal de Santa Catarina (Blumenau);SC
82.643.537/0001-34;2025-01-01;1;149078;ELECTRO ACO ALTONA S.A.;Diario Oficial do Estado;SC
82.643.537/0001-34;2025-01-01;1;149078;ELECTRO ACO ALTONA S.A.;NSCtotal - Publicidade Legal;SC
82.643.537/0001-34;2025-01-01;1;149078;ELECTRO ACO ALTONA S.A.;ri.altona.com.br;SC
82.901.000/0001-27;2025-01-01;1;148791;Intelbras S.A. Ind. de Telecomunicação Eletrônica Brasileira;portalneo1.net;BR
82.901.000/0001-27;2025-01-01;1;148791;Intelbras S.A. Ind. de Telecomunicação Eletrônica Brasileira;Valor Econômico;BR
82.981.929/0001-03;2025-01-01;1;144736;CIA INDUSTRIAL SCHLOSSER S.A.;Jornal de Santa Catarina (Blumenau);SC
82.981.929/0001-03;2025-01-01;1;144736;CIA INDUSTRIAL SCHLOSSER S.A.;Jornal de Santa Catarina (Blumenau);SC
82.981.929/0001-03;2025-01-01;1;144736;CIA INDUSTRIAL SCHLOSSER S.A.;Jornal de Santa Catarina (Blumenau);SC
82.982.075/0001-80;2025-01-01;1;146620;TEXTIL RENAUXVIEW S.A.;O Município;SC
83.475.913/0001-91;2025-01-01;2;149418;PBG S/A;Valor Econômico;SP
83.878.892/0001-55;2025-01-01;1;148588;CENTRAIS ELET DE SANTA CATARINA S.A.;Diário Catarinense;SC
83.878.892/0001-55;2025-01-01;1;148588;CENTRAIS ELET DE SANTA CATARINA S.A.;Site Celesc;BR
84.429.695/0001-11;2025-01-01;1;148538;WEG S.A.;Correio do Povo;SC
84.429.695/0001-11;2025-01-01;1;148538;WEG S.A.;ri.weg.net;SC
84.429.695/0001-11;2025-01-01;1;148538;WEG S.A.;Valor Econômico;SP
84.683.374/0001-49;2025-01-01;2;148035;TUPY S.A.;https://portal.mzgroup.com/fatos-relevantes/;SC
84.683.374/0001-49;2025-01-01;2;148035;TUPY S.A.;Valor Econômico (Edição Nacional);SP
84.683.408/0001-03;2025-01-01;1;146930;DOHLER S.A.;https://www.dohler.com.br/investidores;SC
84.683.408/0001-03;2025-01-01;1;146930;DOHLER S.A.;Jornal A Notícia (Joinville);SC
84.683.671/0001-94;2025-01-01;1;149037;WETZEL S.A.;Jornal "A Notícia";SC
84.684.455/0001-63;2025-01-01;1;146175;Tigre S.A. Participações;https://ri.tigre.com.br/;BR
84.684.455/0001-63;2025-01-01;1;146175;Tigre S.A. Participações;Jornal "O Estado de   S. Paulo - "Estadão".;SP
84.684.455/0001-63;2025-01-01;1;146175;Tigre S.A. Participações;www.portalneo1.net;BR
84.693.183/0001-68;2025-01-01;1;145834;SCHULZ S.A.;Jornal A Notícia - Joinville;SC
85.041.333/0001-11;2025-01-01;1;144647;PORTO PONTA DO FELIX S/A;Jornal Folha do Litoral;PR
85.778.074/0001-06;2025-01-01;1;147574;METALURGICA RIOSULENSE S.A.;Jornal Diário do Alto Vale;SC
86.375.425/0001-09;2025-01-01;1;145575;METISA METALURGICA TIMBOENSE S.A.;Diário Catarinense;SC
86.375.425/0001-09;2025-01-01;1;145575;METISA METALURGICA TIMBOENSE S.A.;www.metisa.com.br;SC
87.043.832/0001-73;2025-01-01;2;149321;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Valor Econômico (Demonstrações Financeiras Anuais);BR
87.043.832/0001-73;2025-01-01;2;149321;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Website da Companhia (https://ri.gerdau.com/);BR
87.043.832/0001-73;2025-01-01;2;149321;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Website do órgão regulador (CVM);BR
87.456.562/0001-22;2025-01-01;1;149035;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Diario Oficial do Estado;RS
87.456.562/0001-22;2025-01-01;1;149035;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Jornal do Comércio;RS
87.762.563/0001-03;2025-01-01;1;148536;CIA HABITASUL DE PARTICIPACOES;Jornal do Comércio;RS
87.870.952/0001-44;2025-01-01;2;148639;Borrachas Vipal S.A.;Jornal do Comércio;RS
87.870.952/0001-44;2025-01-01;2;148639;Borrachas Vipal S.A.;www.ri.vipal.com.br;RS
88.610.126/0001-29;2025-01-01;1;148542;FRAS-LE S.A.;Jornal Pioneiro (Caxias do Sul);RS
88.610.126/0001-29;2025-01-01;1;148542;FRAS-LE S.A.;www.luzdigi.com.br;SP
88.610.191/0001-54;2025-01-01;2;150085;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Jornal Diário Comercial;SP
88.610.191/0001-54;2025-01-01;2;150085;MUNDIAL S.A. - PRODUTOS DE CONSUMO;www.diariocomercial.com.br/publicidade-legal;SP
88.610.191/0001-54;2025-01-01;2;150085;MUNDIAL S.A. - PRODUTOS DE CONSUMO;www.mundial.com;SP
88.611.835/0001-29;2025-01-01;3;148022;MARCOPOLO S.A.;Jornal Pioneiro (edição impressa e digital);RS
88.611.835/0001-29;2025-01-01;3;148022;MARCOPOLO S.A.;ri.marcopolo.com.br;RS
88.611.835/0001-29;2025-01-01;3;148022;MARCOPOLO S.A.;www.luzdigi.com.br;RS
88.611.835/0001-29;2025-01-01;3;148022;MARCOPOLO S.A.;www.luzdigi.com.br;SP
88.611.835/0001-29;2025-01-01;3;148022;MARCOPOLO S.A.;www.valor.com.br/valor-ri;SP
88.613.658/0001-10;2025-01-01;1;148352;PETTENATI S.A. INDUSTRIA TEXTIL;Pioneiro (Caxias do Sul);RS
89.086.144/0001-16;2025-01-01;1;146614;RANDONCORP S.A.;Jornal Pioneiro (Caxias do Sul);RS
89.086.144/0001-16;2025-01-01;1;146614;RANDONCORP S.A.;www.luzdigi.com.br;SP
89.096.457/0001-55;2025-01-01;3;149662;SLC AGRICOLA S.A.;https://portal.mzgroup.com/fatos-relevantes/;SP
89.096.457/0001-55;2025-01-01;3;149662;SLC AGRICOLA S.A.;Jornal do Commercio;RS
89.463.822/0001-12;2025-01-01;1;148646;LUPATECH S.A;Valor Econômico;SP
89.637.490/0001-45;2025-01-01;1;147412;KLABIN S.A.;Valor Econômico;SP
89.723.993/0001-33;2025-01-01;1;144678;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;Jornal do Commercio;RS
89.850.341/0001-60;2025-01-01;3;149669;GRENDENE S.A.;http://www.valor.com.br/valor-ri;SP
89.850.341/0001-60;2025-01-01;3;149669;GRENDENE S.A.;O Povo;CE
90.076.886/0001-40;2025-01-01;1;146240;MINUPAR PARTICIPACOES S.A.;Jornal A Hora;RS
90.400.888/0001-42;2025-01-01;1;148845;BCO SANTANDER (BRASIL) S.A.;Portal Valor Econômico (Canal Valor RI - http://www.valor.com.br/valor-ri/fatos-relevantes);SP
90.400.888/0001-42;2025-01-01;1;148845;BCO SANTANDER (BRASIL) S.A.;Valor Econômico;SP
90.441.460/0001-48;2025-01-01;1;148683;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Estadão (www.economia.estadao.com.br/fatos-relevantes);SP
90.441.460/0001-48;2025-01-01;1;148683;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Jornal do Comércio (jornaldocomercio.com/publicidade-legal);RS
90.441.460/0001-48;2025-01-01;1;148683;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Portal do RI (ri.unicasamoveis.com.br/);RS
90.441.460/0001-48;2025-01-01;1;148683;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Portal MZ Group (mzgroup.com/fatos-relevantes);BR
91.333.666/0001-17;2025-01-01;1;147967;RECRUSUL S.A.;Jornal do Comércio;RS
91.669.747/0001-92;2025-01-01;1;146613;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Jornal Diário Comercial;SP
91.669.747/0001-92;2025-01-01;1;146613;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;www.vocedmfinanceira.com.br;SP
91.983.056/0001-69;2025-01-01;1;148712;KEPLER WEBER S.A.;Valor Econômico;SP
92.012.467/0001-70;2025-01-01;1;148320;GRAZZIOTIN S.A.;O Nacional (Passo Fundo);RS
92.660.570/0001-26;2025-01-01;2;148253;TREVISA INVESTIMENTOS S.A.;https://monitordomercado.com.br/fatos-relevantes/trevisa;SP
92.660.570/0001-26;2025-01-01;2;148253;TREVISA INVESTIMENTOS S.A.;Site da B3: www.b3.com.br;SP
92.660.570/0001-26;2025-01-01;2;148253;TREVISA INVESTIMENTOS S.A.;Site da Companhia: www.trevisa.com.br/investidores;RS
92.660.570/0001-26;2025-01-01;2;148253;TREVISA INVESTIMENTOS S.A.;Site da CVM: www.cvm.gov.br;SP
92.665.611/0001-77;2025-01-01;1;146598;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Jornal do Comércio;RS
92.690.783/0001-09;2025-01-01;2;149323;METALURGICA GERDAU S.A.;Bolsas de Valores (B3);BR
92.690.783/0001-09;2025-01-01;2;149323;METALURGICA GERDAU S.A.;Valor Econômico (Demonstrações Financeiras Anuais);BR
92.690.783/0001-09;2025-01-01;2;149323;METALURGICA GERDAU S.A.;Website da Companhia (https://ri.gerdau.com/);BR
92.690.783/0001-09;2025-01-01;2;149323;METALURGICA GERDAU S.A.;Website do órgão regulador (CVM);BR
92.693.019/0001-89;2025-01-01;1;147751;PANATLANTICA S.A.;Jornal do Comércio;RS
92.702.067/0001-96;2025-01-01;2;150702;BCO ESTADO DO RIO GRANDE DO SUL S.A.;http://www.luzdigi.com.br;BR
92.702.067/0001-96;2025-01-01;2;150702;BCO ESTADO DO RIO GRANDE DO SUL S.A.;https://economia.estadao.com.br/fatos-relevantes;BR
92.702.067/0001-96;2025-01-01;2;150702;BCO ESTADO DO RIO GRANDE DO SUL S.A.;https://portal.mzgroup.com/fatos-relevantes;BR
92.702.067/0001-96;2025-01-01;2;150702;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Jornal Zero Hora;RS
92.715.812/0001-31;2025-01-01;3;151170;CPFL Transmissão S.A.;http://www.cpfl.com.br/ri;SP
92.715.812/0001-31;2025-01-01;3;151170;CPFL Transmissão S.A.;Jornal do Comércio;RS
92.715.812/0001-31;2025-01-01;3;151170;CPFL Transmissão S.A.;www.valor.com.br/valor-ri;RS
92.749.225/0001-63;2025-01-01;1;146347;HERCULES S.A. FABRICA DE TALHERES;Jornal Diário Comercial;SP
92.749.225/0001-63;2025-01-01;1;146347;HERCULES S.A. FABRICA DE TALHERES;www.diariocomercial.com.br/publicidade-legal;SP
92.749.225/0001-63;2025-01-01;1;146347;HERCULES S.A. FABRICA DE TALHERES;www.hercules.ind.br;SP
92.754.738/0001-62;2025-01-01;2;149289;LOJAS RENNER S.A.;Jornal do Comércio;RS
92.754.738/0001-62;2025-01-01;2;149289;LOJAS RENNER S.A.;Portal NEO1 - http://www.portalneo1.net;SP
92.754.738/0001-62;2025-01-01;2;149289;LOJAS RENNER S.A.;site RI Companhia: http://lojasrenner.mzweb.com.br/;RS
92.781.335/0001-02;2025-01-01;1;145206;TAURUS ARMAS S.A.;Jornal do Comércio;RS
92.781.335/0001-02;2025-01-01;1;145206;TAURUS ARMAS S.A.;www.luzdigi.com.br;BR
92.791.243/0001-03;2025-01-01;1;148700;IRANI PAPEL E EMBALAGEM S.A.;Jornal do Comércio;RS
92.791.243/0001-03;2025-01-01;1;148700;IRANI PAPEL E EMBALAGEM S.A.;Valor Econômico;SP
92.791.243/0001-03;2025-01-01;1;148700;IRANI PAPEL E EMBALAGEM S.A.;www.valor.com.br/fatosrelevantes;SP
92.802.784/0001-90;2025-01-01;1;145165;CIA RIOGRANDENSE DE SANEAMENTO;Jornal "Correio do Povo";RS
93.828.986/0001-73;2025-01-01;4;148108;CEMEPE INVESTIMENTOS S.A.;B3;RJ
93.828.986/0001-73;2025-01-01;4;148108;CEMEPE INVESTIMENTOS S.A.;CVM;RJ
94.813.102/0001-70;2025-01-01;3;150040;Três Tentos Agroindustrial S/A;https://www.portalneo1.net/;RS
94.813.102/0001-70;2025-01-01;3;150040;Três Tentos Agroindustrial S/A;Jornal do Comércio;RS
95.426.862/0001-97;2025-01-01;1;148382;EXCELSIOR ALIMENTOS S.A.;Gazeta do Sul;RS
95.426.862/0001-97;2025-01-01;1;148382;EXCELSIOR ALIMENTOS S.A.;https://www.gaz.com.br/;BR
96.298.013/0001-68;2025-01-01;1;146148;PACAEMBU CONSTRUTORA S.A.;https://portal.mzgroup.com.br/portal/fatos-relevantes;SP
96.298.013/0001-68;2025-01-01;1;146148;PACAEMBU CONSTRUTORA S.A.;Valor Econômico;SP
96.418.264/0218-02;2025-01-01;1;148554;Lojas Quero Quero S.A.;http://www.portalneo1.net/;SP
96.418.264/0218-02;2025-01-01;1;148554;Lojas Quero Quero S.A.;Jornal do Comércio;RS
97.191.902/0001-94;2025-01-01;2;147777;CONSERVAS ODERICH S.A.;Jornal NH;RS
97.837.181/0001-47;2025-01-01;2;150123;DEXCO S.A.;O Estado de São Paulo;SP
