Status do Arquivo: Final
RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;OscnPctg;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty;NtlFinVol
2025-09-11;BPAN4F;BRBPANACNPR1;ODD LOT;;;8,10;;;;;;7;34;275,34
2025-09-11;BRAP3;BRBRAPACNOR5;CASH;;;15,52;;;;;;2;200;3104
2025-09-11;BRAP3F;BRBRAPACNOR5;ODD LOT;;;15,51;;;;;;5;20;310,1
2025-09-11;BRAP4;BRBRAPACNPR2;CASH;;;16,84;;;;;;8;1300;21887
2025-09-11;BRAP4F;BRBRAPACNPR2;ODD LOT;;;16,79;;;;;;8;122;2048,53
2025-09-11;BRAV3;BRBRAVACNOR3;CASH;;;18,33;;;;;;32;29100;533449
2025-09-11;BRAV3F;BRBRAVACNOR3;ODD LOT;;;18,32;;;;;;11;169;3096,62
2025-09-11;BRAX11;BRBRAXCTF002;CASH;;;121,00;;;;;;1;1;121
2025-09-11;BRBI11F;BRBRBICDAM10;ODD LOT;;;17,36;;;;;;4;10;173,58
2025-09-11;BRCO11;BRBRCOCTF007;CASH;;;111,70;;;;;;4;14;1563,78
2025-09-11;BRCR11;BRBRCRCTF000;CASH;;;42,98;;;;;;16;618;26564,34
2025-09-11;BRFS3;BRBRFSACNOR8;CASH;;;20,61;;;;;;42;29300;603772
2025-09-11;BRFS3F;BRBRFSACNOR8;ODD LOT;;;20,66;;;;;;29;377;7789,79
2025-09-11;BRIM11;BRBRIMCTF008;CASH;;;494,89;;;;;;1;3;1484,67
2025-09-11;BRIP11;BRBRIPCTF001;CASH;;;717,00;;;;;;1;3;2151
2025-09-11;BRKM5;BRBRKMACNPA4;CASH;;;8,99;;;;;;12;4700;42255
2025-09-11;BRKM5F;BRBRKMACNPA4;ODD LOT;;;9,00;;;;;;2;28;252
2025-09-11;BROF11;BRBROFCTF000;CASH;;;53,62;;;;;;2;400;21448
2025-09-11;BRSR3F;BRBRSRACNOR3;ODD LOT;;;12,91;;;;;;2;10;129,1
2025-09-11;BRSR6;BRBRSRACNPB4;CASH;;;11,95;;;;;;7;4600;54968
2025-09-11;BRSR6F;BRBRSRACNPB4;ODD LOT;;;11,93;;;;;;7;82;978,55
2025-09-11;BRZP11;BRBRZPCTF005;CASH;;;138,99;;;;;;9;1301;180830,81
2025-09-11;BSLI4;BRBSLIACNPR2;CASH;;;10,00;;;;;;1;100;1000
2025-09-11;BTAG11;BRBTAGCTF003;CASH;;;96,17;;;;;;2;10;961,7
2025-09-11;BTAL11;BRBTALCTF003;CASH;;;79,12;;;;;;1;3;237,36
2025-09-11;BTCI11;BRBTCICTF005;CASH;;;9,20;;;;;;23;872;8026,25
2025-09-11;BTHF11;BRBTHFCTF000;CASH;;;8,60;;;;;;25;1285;11052,1
2025-09-11;BTLG11;BRBTLGCTF000;CASH;;;101,72;;;;;;35;483;49130,98
2025-09-11;BURA39;BRBURABDR009;CASH;;;77,00;;;;;;1;1;77
2025-09-11;C2OI34;BRC2OIBDR003;CASH;;;69,45;;;;;;1;40;2778
2025-09-11;C2RW34;BRC2RWBDR007;CASH;;;106,07;;;;;;1;14;1484,98
2025-09-11;CACR11;BRCACRCTF004;CASH;;;71,29;;;;;;13;272;19391,53
2025-09-11;CAML3F;BRCAMLACNOR3;ODD LOT;;;5,09;;;;;;5;37;188,5
2025-09-11;CARE11;BRCARECTF000;CASH;;;1,08;;;;;;3;300;323,82
2025-09-11;CASH15;BRCASHN04OR6;CASH;;;0,06;;;;;;1;100;6
2025-09-11;CASH3;BRCASHACNOR8;CASH;;;4,61;;;;;;36;143400;661233
2025-09-11;CASH3F;BRCASHACNOR8;ODD LOT;;;4,62;;;;;;24;318;1469,91
2025-09-11;CATP34;BRCATPBDR003;CASH;;;145,32;;;;;;1;2;290,64
2025-09-11;CBAV3;BRCBAVACNOR5;CASH;;;3,74;;;;;;27;32100;120123
2025-09-11;CBAV3F;BRCBAVACNOR5;ODD LOT;;;3,74;;;;;;4;90;336,6
2025-09-11;CCMF26;BRBMEFCCP2Y2;AGRIBUSINESS;70,8;71,04;70,88;70,8;-0,18;70,93;;;8;11;350892
2025-09-11;CCMF27;BRBMEFCCP353;AGRIBUSINESS;;;;;;70,35;;;;;
2025-09-11;CCMH26;BRBMEFCCP2Z9;AGRIBUSINESS;;;;;;73,34;;;;;
2025-09-11;CCMK26;BRBMEFCCP312;AGRIBUSINESS;;;;;;71,52;;;;;
2025-09-11;CCMK27;BRBMEFCCP338;AGRIBUSINESS;;;;;;67,79;;;;;
2025-09-11;CCMN26;BRBMEFCCP320;AGRIBUSINESS;68,8;68,8;68,8;68,8;0,02;68,78;;;2;118;3653280
2025-09-11;CCMU25;BRBMEFCCP2S4;AGRIBUSINESS;65,15;65,24;65,19;65,24;0,07;65,19;;;11;18;528088,5
2025-09-11;CCMU26;BRBMEFCCP304;AGRIBUSINESS;68,25;68,25;68,25;68,25;0;68,25;;;1;420;12899250
2025-09-11;CCMX25;BRBMEFCCP2X4;AGRIBUSINESS;67,91;68,24;68,04;67,91;-0,07;67,96;;;32;39;1194129
2025-09-11;CCMX26;BRBMEFCCP346;AGRIBUSINESS;;;;;;69,99;;;;;
2025-09-11;CCTY3F;BRCCTYACNOR7;ODD LOT;;;26,60;;;;;;1;1;26,6
2025-09-11;CDII11;BRCDIICTF012;CASH;;;108,00;;;;;;13;871;94066,05
2025-09-11;CEAB3;BRCEABACNOR1;CASH;;;17,97;;;;;;8;1200;21564
2025-09-11;CEAB3F;BRCEABACNOR1;ODD LOT;;;17,83;;;;;;1;3;53,49
2025-09-11;CEBR3;BRCEBRACNOR5;CASH;;;22,55;;;;;;1;100;2255
2025-09-11;CEBR5;BRCEBRACNPA8;CASH;;;22,60;;;;;;1;300;6780
2025-09-11;CEBR6F;BRCEBRACNPB6;ODD LOT;;;25,07;;;;;;2;25;626,87
2025-09-11;CGAS3F;BRCGASACNOR0;ODD LOT;;;122,93;;;;;;1;4;491,72
2025-09-11;CGAS5F;BRCGASACNPA3;ODD LOT;;;127,39;;;;;;1;16;2038,24
2025-09-11;CHCM34;BRCHCMBDR001;CASH;;;23,67;;;;;;1;1;23,67
2025-09-11;CLSC4F;BRCLSCACNPR3;ODD LOT;;;102,48;;;;;;1;10;1024,8
2025-09-11;CMIG3;BRCMIGACNOR6;CASH;;;14,98;;;;;;5;1100;16481
2025-09-11;CMIG3F;BRCMIGACNOR6;ODD LOT;;;15,00;;;;;;15;109;1635,26
2025-09-11;CMIG4;BRCMIGACNPR3;CASH;;;11,03;;;;;;17;9800;108051
2025-09-11;CMIG4F;BRCMIGACNPR3;ODD LOT;;;11,04;;;;;;41;430;4748,47
2025-09-11;CMIN3;BRCMINACNOR2;CASH;;;5,05;;;;;;29;41600;210286
2025-09-11;CMIN3F;BRCMINACNOR2;ODD LOT;;;5,07;;;;;;10;143;725,59
2025-09-11;CNES11;BRCNESCTF001;CASH;;;1,48;;;;;;13;9971;14759
2025-09-11;COCA34;BRCOCABDR002;CASH;;;60,85;;;;;;8;185;11256,5
2025-09-11;COCE5;BRCOCEACNPA3;CASH;;;30,17;;;;;;3;300;9051
2025-09-11;COCE5F;BRCOCEACNPA3;ODD LOT;;;29,35;;;;;;1;10;293,5
2025-09-11;COGN3;BRCOGNACNOR2;CASH;;;3,00;;;;;;24;46500;139555
2025-09-11;COGN3F;BRCOGNACNOR2;ODD LOT;;;2,99;;;;;;13;159;476,1
2025-09-11;COIN11;BRCOINCTF019;CASH;;;86,83;;;;;;16;314;27264,91
2025-09-11;COLG34;BRCOLGBDR000;CASH;;;64,91;;;;;;1;1;64,91
2025-09-11;CORN11;BRCORNCTF002;CASH;;;7,35;;;;;;2;327;2403,45
2025-09-11;COTY34;BRCOTYBDR006;CASH;;;11,21;;;;;;1;100;1121
2025-09-11;CPFE3;BRCPFEACNOR0;CASH;;;38,41;;;;;;2;200;7682
2025-09-11;CPFE3F;BRCPFEACNOR0;ODD LOT;;;38,45;;;;;;7;106;4076,08
2025-09-11;CPLE3;BRCPLEACNOR8;CASH;;;11,61;;;;;;5;4500;52232
2025-09-11;CPLE3F;BRCPLEACNOR8;ODD LOT;;;11,62;;;;;;14;167;1939,83
2025-09-11;CPLE6;BRCPLEACNPB9;CASH;;;12,39;;;;;;11;2800;34704
2025-09-11;CPLE6F;BRCPLEACNPB9;ODD LOT;;;12,41;;;;;;12;158;1960,93
2025-09-11;CPSH11;BRCPSHCTF017;CASH;;;9,77;;;;;;7;19;185,62
2025-09-11;CPTS11;BRCPTSCTF004;CASH;;;7,34;;;;;;107;8001;58730,34
2025-09-11;CRAA11;BRCRAACTF008;CASH;;;95,24;;;;;;1;43;4095,32
2025-09-11;CRPT11;BRCRPTCTF006;CASH;;;24,10;;;;;;1;37;891,7
2025-09-11;CSAN3;BRCSANACNOR6;CASH;;;7,39;;;;;;27;44700;330197
2025-09-11;CSAN3F;BRCSANACNOR6;ODD LOT;;;7,40;;;;;;19;174;1287,41
2025-09-11;CSMG3;BRCSMGACNOR5;CASH;;;32,09;;;;;;10;1500;48140
2025-09-11;CSMG3F;BRCSMGACNOR5;ODD LOT;;;31,90;;;;;;21;325;10365,96
2025-09-11;CSNA3;BRCSNAACNOR6;CASH;;;7,81;;;;;;20;13100;102341
2025-09-11;CSNA3F;BRCSNAACNOR6;ODD LOT;;;7,79;;;;;;8;125;974,36
2025-09-11;CSUD3F;BRCSUDACNOR5;ODD LOT;;;18,19;;;;;;1;19;345,61
2025-09-11;CTKA3;BRCTKAACNOR0;CASH;;;35,00;;;;;;2;300;10500
2025-09-11;CTKA3F;BRCTKAACNOR0;ODD LOT;;;35,00;;;;;;1;73;2555
2025-09-11;CURY3;BRCURYACNOR3;CASH;;;33,10;;;;;;2;200;6620
2025-09-11;CURY3F;BRCURYACNOR3;ODD LOT;;;33,06;;;;;;3;12;396,77
2025-09-11;CVBI11;BRCVBICTF001;CASH;;;84,10;;;;;;6;198;16651,54
2025-09-11;CVCB3;BRCVCBACNOR1;CASH;;;2,05;;;;;;20;43600;89581
2025-09-11;CVCB3F;BRCVCBACNOR1;ODD LOT;;;2,04;;;;;;2;6;12,21
2025-09-11;CXCO11;BRCXCOCTF003;CASH;;;57,35;;;;;;1;10;573,5
2025-09-11;CXSE3;BRCXSEACNOR7;CASH;;;13,92;;;;;;124;67000;932462
2025-09-11;CXSE3F;BRCXSEACNOR7;ODD LOT;;;13,94;;;;;;161;2371;33051,84
2025-09-11;CYCR11;BRCYCRCTF004;CASH;;;8,58;;;;;;3;44;377,52
2025-09-11;CYRE3;BRCYREACNOR7;CASH;;;30,55;;;;;;16;6600;201615
2025-09-11;CYRE3F;BRCYREACNOR7;ODD LOT;;;30,61;;;;;;17;172;5264,7
2025-09-11;DAMA11;BRDAMACTF007;CASH;;;6,76;;;;;;3;13;87,92
2025-09-11;DAMT11;BRDAMTCTF007;CASH;;;11,88;;;;;;1;2;23,76
2025-09-11;DASA3;BRDASAACNOR1;CASH;;;1,29;;;;;;2;4500;5805
2025-09-11;DCRA11;BRDCRACTF002;CASH;;;6,99;;;;;;10;410;2865,45
2025-09-11;DESK3;BRDESKACNOR2;CASH;;;8,02;;;;;;5;2100;16832
2025-09-11;DEVA11;BRDEVACTF000;CASH;;;26,87;;;;;;2;35;940,45
2025-09-11;DEXP4F;BRDEXPACNPR8;ODD LOT;;;8,21;;;;;;1;15;123,15
2025-09-11;DIRR3;BRDIRRACNOR0;CASH;;;15,15;;;;;;18;11900;180321
2025-09-11;DIRR3F;BRDIRRACNOR0;ODD LOT;;;15,23;;;;;;7;67;1020,1
2025-09-11;DISB34;BRDISBBDR006;CASH;;;41,85;;;;;;2;300;12556,44
2025-09-11;DIVO11;BRDIVOCTF002;CASH;;;105,71;;;;;;1;3;317,13
2025-09-11;DIVS11;BRDIVSCTF003;CASH;;;104,50;;;;;;1;2;209
2025-09-11;DMVF3;BRDMVFACNOR9;CASH;;;4,34;;;;;;4;4000;17341
2025-09-11;DOHL4F;BRDOHLACNPR9;ODD LOT;;;3,75;;;;;;7;100;374,78
2025-09-11;DOLA11;BRDOLACTF018;CASH;;;10,20;;;;;;1;1;10,2
2025-09-11;DXCO3;BRDXCOACNOR8;CASH;;;6,02;;;;;;20;10300;62035
2025-09-11;DXCO3F;BRDXCOACNOR8;ODD LOT;;;5,98;;;;;;2;13;77,74
2025-09-11;E1CO34;BRE1COBDR006;CASH;;;24,86;;;;;;4;12;298,28
2025-09-11;EALT4;BREALTACNPR1;CASH;;;12,10;;;;;;4;1300;15731
2025-09-11;EALT4F;BREALTACNPR1;ODD LOT;;;12,05;;;;;;3;69;831,15
2025-09-11;ECOR3;BRECORACNOR8;CASH;;;8,07;;;;;;4;1300;10491
2025-09-11;ECOR3F;BRECORACNOR8;ODD LOT;;;8,10;;;;;;2;12;97,22
2025-09-11;EGAF11;BREGAFCTF006;CASH;;;93,12;;;;;;8;241;22442,03
2025-09-11;EGIE3;BREGIEACNOR9;CASH;;;40,84;;;;;;4;2900;118425
2025-09-11;EGIE3F;BREGIEACNOR9;ODD LOT;;;40,66;;;;;;14;130;5285,34
2025-09-11;ELET3;BRELETACNOR6;CASH;;;46,27;;;;;;4;6300;291505
2025-09-11;ELET3F;BRELETACNOR6;ODD LOT;;;46,18;;;;;;13;80;3694,18
2025-09-11;ELET5F;BRELETACNPA9;ODD LOT;;;77,50;;;;;;1;1;77,5
2025-09-11;ELET6F;BRELETACNPB7;ODD LOT;;;48,96;;;;;;4;23;1126,02
2025-09-11;EMAE4;BREMAEACNPR1;CASH;;;28,28;;;;;;1;100;2828
2025-09-11;EMBR3;BREMBRACNOR4;CASH;;;79,30;;;;;;37;11800;935755
2025-09-11;EMBR3F;BREMBRACNOR4;ODD LOT;;;79,32;;;;;;32;319;25303,96
2025-09-11;ENDD11;BRENDDCTF001;CASH;;;106,60;;;;;;1;500;53300
2025-09-11;ENEV3;BRENEVACNOR8;CASH;;;15,63;;;;;;3;900;14070
2025-09-11;ENEV3F;BRENEVACNOR8;ODD LOT;;;15,67;;;;;;2;30;470,04
2025-09-11;ENGI11;BRENGICDAM16;CASH;;;49,73;;;;;;1;100;4973
2025-09-11;ENGI11F;BRENGICDAM16;ODD LOT;;;49,63;;;;;;5;50;2481,67
2025-09-11;ENJU3;BRENJUACNOR9;CASH;;;0,96;;;;;;9;30100;28897
