Status do Arquivo: Final
RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;OscnPctg;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty;NtlFinVol
2025-09-17;ALOS3;BRALOSACNOR5;CASH;;;25,40;;;;;;5;18700;474971
2025-09-17;ALOS3F;BRALOSACNOR5;ODD LOT;;;25,33;;;;;;3;23;582,59
2025-09-17;ALPA3F;BRALPAACNOR0;ODD LOT;;;10,15;;;;;;11;22;223,36
2025-09-17;ALPA4;BRALPAACNPR7;CASH;;;10,03;;;;;;2;1200;12036
2025-09-17;ALPA4F;BRALPAACNPR7;ODD LOT;;;10,11;;;;;;1;10;101,1
2025-09-17;ALPK3F;BRALPKACNOR9;ODD LOT;;;3,13;;;;;;2;32;100,21
2025-09-17;ALUP11;BRALUPCDAM15;CASH;;;30,69;;;;;;3;300;9206
2025-09-17;ALUP11F;BRALUPCDAM15;ODD LOT;;;30,78;;;;;;12;170;5231,85
2025-09-17;ALUP3;BRALUPACNOR8;CASH;;;10,96;;;;;;1;100;1096
2025-09-17;ALUP3F;BRALUPACNOR8;ODD LOT;;;10,89;;;;;;1;12;130,68
2025-09-17;ALZC11;BRALZCCTF016;CASH;;;7,62;;;;;;7;500;3810
2025-09-17;ALZR11;BRALZRCTF006;CASH;;;10,64;;;;;;23;2705;28777,85
2025-09-17;AMAR3;BRAMARACNOR4;CASH;;;1,27;;;;;;12;8500;10795
2025-09-17;AMAR3F;BRAMARACNOR4;ODD LOT;;;1,26;;;;;;1;20;25,2
2025-09-17;AMBP3;BRAMBPACNOR6;CASH;;;14,06;;;;;;10;2400;33751
2025-09-17;AMBP3F;BRAMBPACNOR6;ODD LOT;;;13,95;;;;;;5;63;878,96
2025-09-17;AMER3;BRAMERACNOR6;CASH;;;7,98;;;;;;25;31500;251309
2025-09-17;AMER3F;BRAMERACNOR6;ODD LOT;;;7,90;;;;;;10;193;1525,29
2025-09-17;AMOB3;BRAMOBACNOR9;CASH;;;13,00;;;;;;1;100;1300
2025-09-17;AMOB3F;BRAMOBACNOR9;ODD LOT;;;12,91;;;;;;6;71;916,42
2025-09-17;AMZO34;BRAMZOBDR002;CASH;;;61,28;;;;;;5;974;59686,67
2025-09-17;ANIM3;BRANIMACNOR6;CASH;;;3,63;;;;;;12;44300;160599
2025-09-17;ANIM3F;BRANIMACNOR6;ODD LOT;;;3,60;;;;;;1;7;25,2
2025-09-17;ARML3;BRARMLACNOR1;CASH;;;3,94;;;;;;1;300;1182
2025-09-17;AROA11;BRAROACTF003;CASH;;;1,00;;;;;;4;60;60
2025-09-17;ARRI11;BRARRICTF009;CASH;;;6,59;;;;;;4;38;250,42
2025-09-17;ASAI3;BRASAIACNOR0;CASH;;;10,56;;;;;;10;3900;41193
2025-09-17;ASAI3F;BRASAIACNOR0;ODD LOT;;;10,58;;;;;;6;10;105,76
2025-09-17;ATED3F;BRATEDACNOR1;ODD LOT;;;2,11;;;;;;2;27;56,97
2025-09-17;AURA33;BRAURABDR001;CASH;;;56,07;;;;;;10;179;10036,37
2025-09-17;AURE3;BRAUREACNOR9;CASH;;;11,09;;;;;;108;41900;464647
2025-09-17;AURE3F;BRAUREACNOR9;ODD LOT;;;11,07;;;;;;29;352;3896,33
2025-09-17;AURO11;BRAUROCTF001;CASH;;;102,32;;;;;;3;16;1637,07
2025-09-17;AUVP11;BRAUVPCTF000;CASH;;;103,85;;;;;;1;1;103,85
2025-09-17;AVGO34;BRAVGOBDR003;CASH;;;26,23;;;;;;8;5099;133740,81
2025-09-17;AZEV11F;BRAZEVN01M14;ODD LOT;;;0,07;;;;;;1;48;3,36
2025-09-17;AZEV3;BRAZEVACNOR0;CASH;;;0,46;;;;;;1;100;46
2025-09-17;AZEV4;BRAZEVACNPR7;CASH;;;0,48;;;;;;24;80700;38736
2025-09-17;AZIN11;BRAZINCTF019;CASH;;;99,55;;;;;;3;144;14334,76
2025-09-17;AZPL11;BRAZPLCTF000;CASH;;;7,67;;;;;;4;127;974,06
2025-09-17;AZTE3;BRAZTEACNOR4;CASH;;;0,46;;;;;;4;31300;14398
2025-09-17;AZUL4;BRAZULACNPR4;CASH;;;1,45;;;;;;192;1291800;1875220
2025-09-17;AZUL4F;BRAZULACNPR4;ODD LOT;;;1,45;;;;;;38;872;1266,3
2025-09-17;AZZA3;BRAZZAACNOR9;CASH;;;33,80;;;;;;5;1400;47313
2025-09-17;AZZA3F;BRAZZAACNOR9;ODD LOT;;;33,80;;;;;;8;122;4123,48
2025-09-17;B3SA3;BRB3SAACNOR6;CASH;;;13,71;;;;;;5;3500;47984
2025-09-17;B3SA3F;BRB3SAACNOR6;ODD LOT;;;13,74;;;;;;19;297;4080,73
2025-09-17;BABA34;BRBABABDR005;CASH;;;31,55;;;;;;7;2354;74276,2
2025-09-17;BAGG39;BRBAGGBDR001;CASH;;;53,03;;;;;;2;2;106,05
2025-09-17;BAIQ39;BRBAIQBDR006;CASH;;;84,42;;;;;;2;2;168,84
2025-09-17;BAZA3F;BRBAZAACNOR0;ODD LOT;;;78,66;;;;;;1;4;314,64
2025-09-17;BBAS3;BRBBASACNOR3;CASH;;;21,92;;;;;;286;538300;11799177
2025-09-17;BBAS3F;BRBBASACNOR3;ODD LOT;;;21,90;;;;;;263;3179;69606,38
2025-09-17;BBDC3;BRBBDCACNOR1;CASH;;;14,99;;;;;;9;2900;43471
2025-09-17;BBDC3F;BRBBDCACNOR1;ODD LOT;;;14,98;;;;;;8;119;1782,67
2025-09-17;BBDC4;BRBBDCACNPR8;CASH;;;17,51;;;;;;57;35600;623241
2025-09-17;BBDC4F;BRBBDCACNPR8;ODD LOT;;;17,50;;;;;;60;580;10147,91
2025-09-17;BBER39;BRBBERBDR001;CASH;;;73,10;;;;;;1;1;73,1
2025-09-17;BBFI11;BRBBFICTF006;CASH;;;352,02;;;;;;2;4;1408,06
2025-09-17;BBGO11;BRBBGOCTF002;CASH;;;63,60;;;;;;2;200;12719,4
2025-09-17;BBIG11;BRBBIGCTF004;CASH;;;7,02;;;;;;8;385;2701,24
2025-09-17;BBOI11;BRBBOICTF008;CASH;;;9,38;;;;;;4;272;2552,56
2025-09-17;BBRC11;BRBBRCCTF004;CASH;;;99,65;;;;;;1;10;996,5
2025-09-17;BBSE3;BRBBSEACNOR5;CASH;;;32,47;;;;;;51;11000;357180
2025-09-17;BBSE3F;BRBBSEACNOR5;ODD LOT;;;32,54;;;;;;101;1288;41911,54
2025-09-17;BCIA11;BRBCIACTF005;CASH;;;85,68;;;;;;5;9;771,11
2025-09-17;BCRI11;BRBCRICTF009;CASH;;;63,53;;;;;;18;127;8068,14
2025-09-17;BDIF11;BRBDIFCTF002;CASH;;;75,50;;;;;;2;3;226,5
2025-09-17;BEEF11F;BRBEEFN03OR6;ODD LOT;;;2,74;;;;;;3;27;74,07
2025-09-17;BEEF3;BRBEEFACNOR6;CASH;;;6,47;;;;;;36;49800;322332
2025-09-17;BEEF3F;BRBEEFACNOR6;ODD LOT;;;6,44;;;;;;18;214;1378,13
2025-09-17;BEES3;BRBEESACNOR9;CASH;;;8,16;;;;;;3;1200;9791
2025-09-17;BEES3F;BRBEESACNOR9;ODD LOT;;;8,17;;;;;;7;35;285,89
2025-09-17;BEES4F;BRBEESACNPR6;ODD LOT;;;8,25;;;;;;2;27;222,75
2025-09-17;BERK34;BRBERKBDR002;CASH;;;130,18;;;;;;8;355;46214,84
2025-09-17;BFXI39;BRBFXIBDR001;CASH;;;44,04;;;;;;1;1;44,04
2025-09-17;BGIF26;BRBMEFBGI7K6;AGRIBUSINESS;324,5;324,9;324,7;324,5;0,09;324,2;;;4;4;428604
2025-09-17;BGIG26;BRBMEFBGI7L4;AGRIBUSINESS;;;;;;326,85;;;;;
2025-09-17;BGIH26;BRBMEFBGI7Q3;AGRIBUSINESS;;;;;;326,15;;;;;
2025-09-17;BGIJ26;BRBMEFBGI7R1;AGRIBUSINESS;;;;;;327;;;;;
2025-09-17;BGIK26;BRBMEFBGI7M2;AGRIBUSINESS;;;;;;328,4;;;;;
2025-09-17;BGIM26;BRBMEFBGI7N0;AGRIBUSINESS;;;;;;328,7;;;;;
2025-09-17;BGIN26;BRBMEFBGI7O8;AGRIBUSINESS;;;;;;328,7;;;;;
2025-09-17;BGIP4F;BRBGIPACNPR8;ODD LOT;;;28,28;;;;;;1;7;197,96
2025-09-17;BGIQ26;BRBMEFBGI7P5;AGRIBUSINESS;;;;;;331,55;;;;;
2025-09-17;BGIU25;BRBMEFBGI7D1;AGRIBUSINESS;302,85;302,85;302,85;302,85;0;302,85;;;1;5;499702,5
2025-09-17;BGIU26;BRBMEFBGI7S9;AGRIBUSINESS;;;;;;328,7;;;;;
2025-09-17;BGIV25;BRBMEFBGI7E9;AGRIBUSINESS;306;307,1;306,5;306,5;0,06;306,3;;;121;181;18307525,5
2025-09-17;BGIX25;BRBMEFBGI7F6;AGRIBUSINESS;315,35;316,95;316,07;315,55;-0,11;315,9;;;23;27;2816220
2025-09-17;BGIZ25;BRBMEFBGI7I0;AGRIBUSINESS;321,05;321,95;321,48;321,1;-0,06;321,3;;;13;13;1379152,5
2025-09-17;BGOV39;BRBGOVBDR001;CASH;;;41,00;;;;;;1;243;9963
2025-09-17;BHIA3;BRBHIAACNOR1;CASH;;;4,90;;;;;;94;149700;733110
2025-09-17;BHIA3F;BRBHIAACNOR1;ODD LOT;;;4,90;;;;;;5;85;416,6
2025-09-17;BHYG39;BRBHYGBDR009;CASH;;;53,55;;;;;;1;1;53,55
2025-09-17;BIBB39;BRBIBBBDR006;CASH;;;50,40;;;;;;1;10;504
2025-09-17;BIDU34;BRBIDUBDR002;CASH;;;52,72;;;;;;7;722;38061,5
2025-09-17;BIEI39;BRBIEIBDR005;CASH;;;52,80;;;;;;1;1;52,8
2025-09-17;BIME11;BRBIMECTF006;CASH;;;6,96;;;;;;2;16;111,36
2025-09-17;BINC11;BRBINCCTF008;CASH;;;97,39;;;;;;12;100;9738,69
2025-09-17;BIOM3F;BRBIOMACNOR2;ODD LOT;;;8,48;;;;;;2;42;356,26
2025-09-17;BITH11;BRBITHCTF004;CASH;;;140,04;;;;;;16;1439;201517,6
2025-09-17;BIVB39;BRBIVBBDR004;CASH;;;87,75;;;;;;1;10;877,5
2025-09-17;BIVE39;BRBIVEBDR008;CASH;;;71,64;;;;;;2;34;2435,76
2025-09-17;BLAU3F;BRBLAUACNOR8;ODD LOT;;;14,25;;;;;;1;19;270,75
2025-09-17;BLMG11;BRBLMGCTF005;CASH;;;33,64;;;;;;4;51;1715,52
2025-09-17;BLOK11;BRBLOKCTF003;CASH;;;241,00;;;;;;3;51;12291
2025-09-17;BLQD39;BRBLQDBDR004;CASH;;;59,52;;;;;;2;171;10177,56
2025-09-17;BMGB10F;BRBMGBR02PR3;ODD LOT;;;3,80;;;;;;3;14;53,18
2025-09-17;BMGB4;BRBMGBACNPR0;CASH;;;3,89;;;;;;5;1300;5057
2025-09-17;BMGB4F;BRBMGBACNPR0;ODD LOT;;;3,90;;;;;;11;83;323,5
2025-09-17;BMLC11;BRBMLCCTF004;CASH;;;95,00;;;;;;23;225;21375
2025-09-17;BMOB3F;BRBMOBACNOR7;ODD LOT;;;21,98;;;;;;3;28;615,4
2025-09-17;BNDX11;BRBNDXCTF005;CASH;;;102,15;;;;;;1;1;102,15
2025-09-17;BNFS11;BRBNFSCTF000;CASH;;;73,90;;;;;;1;33;2438,7
2025-09-17;BOBR4F;BRBOBRACNPR3;ODD LOT;;;1,43;;;;;;1;2;2,86
2025-09-17;BODB11;BRBODBCTF009;CASH;;;7,40;;;;;;31;5393;39896,12
2025-09-17;BOVA11;BRBOVACTF003;CASH;;;142,53;;;;;;111;8841;1260133,72
2025-09-17;BOVV11;BRBOVVCTF009;CASH;;;149,67;;;;;;5;729;109108,59
2025-09-17;BOVX11;BRBOVXCTF005;CASH;;;14,78;;;;;;1;670;9902,6
2025-09-17;BPAC11;BRBPACUNT006;CASH;;;46,73;;;;;;11;12600;588805
2025-09-17;BPAC11F;BRBPACUNT006;ODD LOT;;;46,95;;;;;;5;36;1690,27
2025-09-17;BPAC3F;BRBPACACNOR7;ODD LOT;;;25,43;;;;;;1;1;25,43
2025-09-17;BPAN4;BRBPANACNPR1;CASH;;;7,94;;;;;;6;1600;12696
2025-09-17;BPAN4F;BRBPANACNPR1;ODD LOT;;;7,92;;;;;;1;1;7,92
2025-09-17;BPML11;BRBPMLCTF006;CASH;;;79,00;;;;;;2;31;2448,99
2025-09-17;BQYL39;BRBQYLBDR000;CASH;;;30,15;;;;;;2;50;1507,5
2025-09-17;BRAP3;BRBRAPACNOR5;CASH;;;15,62;;;;;;2;1000;15620
2025-09-17;BRAP3F;BRBRAPACNOR5;ODD LOT;;;15,69;;;;;;29;74;1161,27
2025-09-17;BRAP4;BRBRAPACNPR2;CASH;;;17,08;;;;;;7;3700;63191
2025-09-17;BRAP4F;BRBRAPACNPR2;ODD LOT;;;17,03;;;;;;9;78;1328,08
2025-09-17;BRAV3;BRBRAVACNOR3;CASH;;;18,64;;;;;;40;32300;602179
2025-09-17;BRAV3F;BRBRAVACNOR3;ODD LOT;;;18,64;;;;;;19;216;4027,08
2025-09-17;BRBI11;BRBRBICDAM10;CASH;;;17,80;;;;;;82;13100;233133
2025-09-17;BRBI11F;BRBRBICDAM10;ODD LOT;;;17,96;;;;;;35;432;7760,26
2025-09-17;BRCO11;BRBRCOCTF007;CASH;;;113,65;;;;;;30;185;21025,64
2025-09-17;BRCR11;BRBRCRCTF000;CASH;;;43,67;;;;;;8;232;10130,85
2025-09-17;BRFS3;BRBRFSACNOR8;CASH;;;22,04;;;;;;23;6300;138873
2025-09-17;BRFS3F;BRBRFSACNOR8;ODD LOT;;;22,10;;;;;;21;595;13148,86
2025-09-17;BRKM5;BRBRKMACNPA4;CASH;;;8,94;;;;;;163;76600;685179
2025-09-17;BRKM5F;BRBRKMACNPA4;ODD LOT;;;8,98;;;;;;35;655;5882,18
2025-09-17;BROF11;BRBROFCTF000;CASH;;;53,08;;;;;;2;5;265,4
2025-09-17;BRSR3;BRBRSRACNOR3;CASH;;;12,69;;;;;;2;400;5076
2025-09-17;BRSR3F;BRBRSRACNOR3;ODD LOT;;;12,77;;;;;;6;31;395,74
2025-09-17;BRSR6;BRBRSRACNPB4;CASH;;;11,92;;;;;;7;1700;20256
2025-09-17;BRSR6F;BRBRSRACNPB4;ODD LOT;;;11,90;;;;;;6;69;821,33
2025-09-17;BRST3;BRBRSTACNOR9;CASH;;;2,92;;;;;;3;5000;14605
2025-09-17;BRST3F;BRBRSTACNOR9;ODD LOT;;;2,94;;;;;;2;6;17,64
2025-09-17;BRZP11;BRBRZPCTF005;CASH;;;145,80;;;;;;4;174;25369,95
2025-09-17;BSHV39;BRBSHVBDR000;CASH;;;58,49;;;;;;1;1;58,49
2025-09-17;BSLI3;BRBSLIACNOR5;CASH;;;9,54;;;;;;2;600;5724
2025-09-17;BSLV39;BRBSLVBDR002;CASH;;;66,79;;;;;;6;518;34599,38
2025-09-17;BTAL11;BRBTALCTF003;CASH;;;80,88;;;;;;5;14;1132,34
2025-09-17;BTCI11;BRBTCICTF005;CASH;;;9,31;;;;;;26;725;6750,32
2025-09-17;BTHF11;BRBTHFCTF000;CASH;;;8,69;;;;;;153;3312;28791,09
2025-09-17;BTHI11;BRBTHICTF004;CASH;;;42,50;;;;;;1;25;1062,5
2025-09-17;BTLG11;BRBTLGCTF000;CASH;;;102,78;;;;;;64;564;57970,22
2025-09-17;BTLT39;BRBTLTBDR004;CASH;;;31,83;;;;;;1;4;127,32
2025-09-17;BTRA11;BRBTRACTF000;CASH;;;56,06;;;;;;1;3;168,18
2025-09-17;BTYU11;BRBTYUCTF004;CASH;;;9,93;;;;;;1;1;9,93
2025-09-17;BURA39;BRBURABDR009;CASH;;;79,26;;;;;;11;470;37252,7
2025-09-17;C1CL34;BRC1CLBDR004;CASH;;;164,39;;;;;;1;3;493,17
2025-09-17;C2OI34;BRC2OIBDR003;CASH;;;67,69;;;;;;2;200;13538,95
2025-09-17;C2RW34;BRC2RWBDR007;CASH;;;107,67;;;;;;4;1036;111547,92
2025-09-17;CACR11;BRCACRCTF004;CASH;;;79,93;;;;;;32;1084;86641,42
2025-09-17;CAML3;BRCAMLACNOR3;CASH;;;5,32;;;;;;6;1700;9036
2025-09-17;CAML3F;BRCAMLACNOR3;ODD LOT;;;5,33;;;;;;8;216;1150,32
2025-09-17;CARE11;BRCARECTF000;CASH;;;1,05;;;;;;1;2;2,1
2025-09-17;CASH16;BRCASHN05OR3;CASH;;;0,05;;;;;;1;2000;100
2025-09-17;CASH3;BRCASHACNOR8;CASH;;;4,33;;;;;;29;46600;201560
2025-09-17;CASH3F;BRCASHACNOR8;ODD LOT;;;4,34;;;;;;15;92;399,56
2025-09-17;CATP34;BRCATPBDR003;CASH;;;149,57;;;;;;1;5;747,85
2025-09-17;CBAV3;BRCBAVACNOR5;CASH;;;3,86;;;;;;41;42200;163093
2025-09-17;CBAV3F;BRCBAVACNOR5;ODD LOT;;;3,89;;;;;;5;110;427,94
2025-09-17;CCME11;BRCCMECTF007;CASH;;;8,80;;;;;;2;101;888,8
2025-09-17;CCMF26;BRBMEFCCP2Y2;AGRIBUSINESS;70,13;70,15;70,14;70,15;-0,04;70,18;;;5;6;189396
2025-09-17;CCMF27;BRBMEFCCP353;AGRIBUSINESS;;;;;;70,75;;;;;
2025-09-17;CCMH26;BRBMEFCCP2Z9;AGRIBUSINESS;;;;;;73,25;;;;;
2025-09-17;CCMK26;BRBMEFCCP312;AGRIBUSINESS;;;;;;71,65;;;;;
2025-09-17;CCMK27;BRBMEFCCP338;AGRIBUSINESS;;;;;;68,19;;;;;
2025-09-17;CCMN26;BRBMEFCCP320;AGRIBUSINESS;;;;;;69,48;;;;;
2025-09-17;CCMU26;BRBMEFCCP304;AGRIBUSINESS;;;;;;68,65;;;;;
2025-09-17;CCMX25;BRBMEFCCP2X4;AGRIBUSINESS;67,2;67,27;67,21;67,2;0,02;67,18;;;12;17;514224
2025-09-17;CCMX26;BRBMEFCCP346;AGRIBUSINESS;;;;;;70,39;;;;;
2025-09-17;CDII11;BRCDIICTF012;CASH;;;108,13;;;;;;26;733;79262,8
2025-09-17;CEAB3;BRCEABACNOR1;CASH;;;17,98;;;;;;31;18000;323721
2025-09-17;CEAB3F;BRCEABACNOR1;ODD LOT;;;18,01;;;;;;19;173;3115,49
2025-09-17;CEBR5;BRCEBRACNPA8;CASH;;;21,94;;;;;;2;500;10970
2025-09-17;CEBR6;BRCEBRACNPB6;CASH;;;24,13;;;;;;3;300;7240
2025-09-17;CEBR6F;BRCEBRACNPB6;ODD LOT;;;24,26;;;;;;3;33;800,61
2025-09-17;CEOC11;BRCEOCCTF003;CASH;;;44,60;;;;;;1;10;446
2025-09-17;CGAS5;BRCGASACNPA3;CASH;;;127,60;;;;;;1;100;12760
2025-09-17;CGAS5F;BRCGASACNPA3;ODD LOT;;;128,76;;;;;;1;10;1287,6
2025-09-17;CLIN11;BRCLINCTF007;CASH;;;88,24;;;;;;2;8;705,92
2025-09-17;CLSC4;BRCLSCACNPR3;CASH;;;101,66;;;;;;6;900;91495
2025-09-17;CMIG3;BRCMIGACNOR6;CASH;;;15,05;;;;;;2;400;6020
2025-09-17;CMIG3F;BRCMIGACNOR6;ODD LOT;;;15,05;;;;;;10;166;2497,91
2025-09-17;CMIG4;BRCMIGACNPR3;CASH;;;11,38;;;;;;46;23600;268622
2025-09-17;CMIG4F;BRCMIGACNPR3;ODD LOT;;;11,38;;;;;;52;692;7875,32
2025-09-17;CMIN3;BRCMINACNOR2;CASH;;;5,20;;;;;;22;18100;94159
2025-09-17;CMIN3F;BRCMINACNOR2;ODD LOT;;;5,20;;;;;;22;275;1429,04
2025-09-17;CNES11;BRCNESCTF001;CASH;;;1,39;;;;;;7;3587;4985,93
2025-09-17;COCA34;BRCOCABDR002;CASH;;;59,28;;;;;;6;27;1600,57
2025-09-17;COGN3;BRCOGNACNOR2;CASH;;;3,15;;;;;;39;88400;278571
2025-09-17;COGN3F;BRCOGNACNOR2;ODD LOT;;;3,16;;;;;;8;128;403,9
2025-09-17;COIN11;BRCOINCTF019;CASH;;;86,11;;;;;;11;170;14638,06
2025-09-17;COPN11;BRCOPNCTF006;CASH;;;57,10;;;;;;4;665;37971,5
2025-09-17;CORN11;BRCORNCTF002;CASH;;;7,24;;;;;;1;13;94,12
2025-09-17;CPFE3;BRCPFEACNOR0;CASH;;;38,89;;;;;;2;800;31112
2025-09-17;CPFE3F;BRCPFEACNOR0;ODD LOT;;;38,90;;;;;;15;106;4123,35
2025-09-17;CPLE3;BRCPLEACNOR8;CASH;;;12,00;;;;;;2;900;10797
2025-09-17;CPLE3F;BRCPLEACNOR8;ODD LOT;;;11,98;;;;;;5;51;611,1
2025-09-17;CPLE6;BRCPLEACNPB9;CASH;;;12,84;;;;;;18;8100;103964
2025-09-17;CPLE6F;BRCPLEACNPB9;ODD LOT;;;12,80;;;;;;27;563;7204,59
2025-09-17;CPSH11;BRCPSHCTF017;CASH;;;9,83;;;;;;11;337;3313,04
2025-09-17;CPTI11;BRCPTICTF005;CASH;;;82,78;;;;;;45;1749;144789,34
2025-09-17;CPTR11;BRCPTRCTF006;CASH;;;7,56;;;;;;2;19;143,64
2025-09-17;CPTS11;BRCPTSCTF004;CASH;;;7,44;;;;;;92;7755;57730,99
2025-09-17;CRAA11;BRCRAACTF008;CASH;;;95,81;;;;;;4;65;6227,71
2025-09-17;CRPG5;BRCRPGACNPA3;CASH;;;13,62;;;;;;1;100;1362
2025-09-17;CRPG5F;BRCRPGACNPA3;ODD LOT;;;13,63;;;;;;2;27;367,9
2025-09-17;CSAN3;BRCSANACNOR6;CASH;;;8,01;;;;;;94;102100;817491
2025-09-17;CSAN3F;BRCSANACNOR6;ODD LOT;;;8,01;;;;;;47;561;4492,61
2025-09-17;CSED3;BRCSEDACNOR9;CASH;;;5,14;;;;;;1;2000;10280
2025-09-17;CSMG3;BRCSMGACNOR5;CASH;;;33,30;;;;;;13;6600;219772
2025-09-17;CSMG3F;BRCSMGACNOR5;ODD LOT;;;33,44;;;;;;19;179;5986,44
2025-09-17;CSNA3;BRCSNAACNOR6;CASH;;;8,10;;;;;;12;27700;224406
2025-09-17;CSNA3F;BRCSNAACNOR6;ODD LOT;;;8,11;;;;;;9;56;454,09
2025-09-17;CURY3;BRCURYACNOR3;CASH;;;33,59;;;;;;1;200;6718
2025-09-17;CURY3F;BRCURYACNOR3;ODD LOT;;;33,57;;;;;;2;4;134,26
2025-09-17;CVBI11;BRCVBICTF001;CASH;;;83,58;;;;;;23;497;41538,66
2025-09-17;CVCB3;BRCVCBACNOR1;CASH;;;2,09;;;;;;26;53600;111937
2025-09-17;CVCB3F;BRCVCBACNOR1;ODD LOT;;;2,08;;;;;;7;175;364,27
2025-09-17;CXSE3;BRCXSEACNOR7;CASH;;;14,15;;;;;;31;7200;101911
2025-09-17;CXSE3F;BRCXSEACNOR7;ODD LOT;;;14,15;;;;;;60;491;6947,31
2025-09-17;CYRE3;BRCYREACNOR7;CASH;;;30,79;;;;;;8;12000;369444
2025-09-17;CYRE3F;BRCYREACNOR7;ODD LOT;;;30,72;;;;;;5;122;3747,26
2025-09-17;D1EL34;BRD1ELBDR009;CASH;;;690,06;;;;;;1;1;690,06
2025-09-17;DASA3;BRDASAACNOR1;CASH;;;1,36;;;;;;13;19200;26042
2025-09-17;DCRA11;BRDCRACTF002;CASH;;;7,07;;;;;;5;70;495,09
2025-09-17;DESK3;BRDESKACNOR2;CASH;;;8,22;;;;;;6;1000;8217
2025-09-17;DESK3F;BRDESKACNOR2;ODD LOT;;;8,19;;;;;;1;1;8,19
2025-09-17;DEVA11;BRDEVACTF000;CASH;;;26,65;;;;;;6;115;3064,42
2025-09-17;DIRR3;BRDIRRACNOR0;CASH;;;15,34;;;;;;8;1800;27620
2025-09-17;DIRR3F;BRDIRRACNOR0;ODD LOT;;;15,34;;;;;;5;60;920,4
2025-09-17;DISB34;BRDISBBDR006;CASH;;;40,86;;;;;;3;50;2042,88
2025-09-17;DIVO11;BRDIVOCTF002;CASH;;;106,98;;;;;;3;4;427,92
2025-09-17;DIVS11;BRDIVSCTF003;CASH;;;104,00;;;;;;1;10;1040
2025-09-17;DMVF3;BRDMVFACNOR9;CASH;;;4,59;;;;;;8;3000;13778
2025-09-17;DOHL4;BRDOHLACNPR9;CASH;;;3,80;;;;;;1;100;380
2025-09-17;DOHL4F;BRDOHLACNPR9;ODD LOT;;;3,77;;;;;;1;15;56,55
2025-09-17;DOLA11;BRDOLACTF018;CASH;;;10,07;;;;;;5;112;1127,75
2025-09-17;DVFF11;BRDVFFCTF006;CASH;;;5,99;;;;;;2;306;1832,88
2025-09-17;DXCO3;BRDXCOACNOR8;CASH;;;5,99;;;;;;19;31000;185559
2025-09-17;DXCO3F;BRDXCOACNOR8;ODD LOT;;;5,93;;;;;;3;37;219,34
2025-09-17;EALT3;BREALTACNOR4;CASH;;;12,90;;;;;;1;100;1290
2025-09-17;EALT4F;BREALTACNPR1;ODD LOT;;;11,81;;;;;;1;4;47,24
2025-09-17;ECOR3;BRECORACNOR8;CASH;;;8,14;;;;;;2;500;4070
