Status do Arquivo: Final
RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;OscnPctg;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty;NtlFinVol
2025-09-12;BGIG26;BRBMEFBGI7L4;AGRIBUSINESS;329;329,6;329,39;329,45;0,12;329,05;;;5;5;543493,5
2025-09-12;BGIH26;BRBMEFBGI7Q3;AGRIBUSINESS;;;;;;329,25;;;;;
2025-09-12;BGIJ26;BRBMEFBGI7R1;AGRIBUSINESS;;;;;;330,1;;;;;
2025-09-12;BGIK26;BRBMEFBGI7M2;AGRIBUSINESS;;;;;;330,3;;;;;
2025-09-12;BGIM26;BRBMEFBGI7N0;AGRIBUSINESS;;;;;;331,8;;;;;
2025-09-12;BGIN26;BRBMEFBGI7O8;AGRIBUSINESS;;;;;;331,8;;;;;
2025-09-12;BGIP4;BRBGIPACNPR8;CASH;;;27,98;;;;;;1;100;2798
2025-09-12;BGIQ26;BRBMEFBGI7P5;AGRIBUSINESS;;;;;;333,3;;;;;
2025-09-12;BGIU25;BRBMEFBGI7D1;AGRIBUSINESS;;;;;;305,2;;;;;
2025-09-12;BGIU26;BRBMEFBGI7S9;AGRIBUSINESS;;;;;;331,8;;;;;
2025-09-12;BGIV25;BRBMEFBGI7E9;AGRIBUSINESS;311,05;311,8;311,44;311,4;0,25;310,6;;;58;126;12949827
2025-09-12;BGIX25;BRBMEFBGI7F6;AGRIBUSINESS;319,05;321;320,16;319,05;0,06;318,85;;;11;12;1267860
2025-09-12;BGIZ25;BRBMEFBGI7I0;AGRIBUSINESS;324,05;325;324,61;324,05;-0,16;324,6;;;22;22;2356678,5
2025-09-12;BHIA3;BRBHIAACNOR1;CASH;;;4,21;;;;;;27;70200;295790
2025-09-12;BHIA3F;BRBHIAACNOR1;ODD LOT;;;4,20;;;;;;4;6;25,21
2025-09-12;BIOM3F;BRBIOMACNOR2;ODD LOT;;;8,07;;;;;;1;21;169,47
2025-09-12;BITH11;BRBITHCTF004;CASH;;;141,61;;;;;;9;143;20250,39
2025-09-12;BITI11;BRBITICTF010;CASH;;;170,01;;;;;;7;109;18531,09
2025-09-12;BIZD11;BRBIZDCTF000;CASH;;;97,55;;;;;;1;3;292,65
2025-09-12;BLAU3;BRBLAUACNOR8;CASH;;;14,00;;;;;;2;200;2800
2025-09-12;BLAU3F;BRBLAUACNOR8;ODD LOT;;;14,07;;;;;;1;15;211,05
2025-09-12;BLMG11;BRBLMGCTF005;CASH;;;33,00;;;;;;1;103;3399
2025-09-12;BMGB4;BRBMGBACNPR0;CASH;;;3,80;;;;;;1;200;760
2025-09-12;BMGB4F;BRBMGBACNPR0;ODD LOT;;;3,81;;;;;;3;49;186,53
2025-09-12;BMOB3F;BRBMOBACNOR7;ODD LOT;;;21,30;;;;;;1;8;170,4
2025-09-12;BODB11;BRBODBCTF009;CASH;;;7,28;;;;;;6;335;2440
2025-09-12;BOVA11;BRBOVACTF003;CASH;;;139,81;;;;;;189;65948;9220519,08
2025-09-12;BOVV11;BRBOVVCTF009;CASH;;;146,40;;;;;;1;1;146,4
2025-09-12;BPAC11;BRBPACUNT006;CASH;;;45,74;;;;;;4;3100;141785
2025-09-12;BPAC11F;BRBPACUNT006;ODD LOT;;;45,57;;;;;;9;31;1412,66
2025-09-12;BPAC3F;BRBPACACNOR7;ODD LOT;;;24,64;;;;;;5;21;517,4
2025-09-12;BPAN4;BRBPANACNPR1;CASH;;;8,08;;;;;;4;1000;8083
2025-09-12;BPML11;BRBPMLCTF006;CASH;;;77,80;;;;;;2;5;388,98
2025-09-12;BRAP4;BRBRAPACNPR2;CASH;;;16,88;;;;;;4;2700;45563
2025-09-12;BRAP4F;BRBRAPACNPR2;ODD LOT;;;16,92;;;;;;8;12;203
2025-09-12;BRAV3;BRBRAVACNOR3;CASH;;;18,16;;;;;;23;7200;130757
2025-09-12;BRAV3F;BRBRAVACNOR3;ODD LOT;;;18,21;;;;;;8;66;1201,97
2025-09-12;BRBI11F;BRBRBICDAM10;ODD LOT;;;17,50;;;;;;3;26;455
2025-09-12;BRCO11;BRBRCOCTF007;CASH;;;113,28;;;;;;3;5;566,41
2025-09-12;BRCR11;BRBRCRCTF000;CASH;;;43,43;;;;;;3;14;608,06
2025-09-12;BRFS3;BRBRFSACNOR8;CASH;;;20,95;;;;;;30;14600;305881
2025-09-12;BRFS3F;BRBRFSACNOR8;ODD LOT;;;20,88;;;;;;16;282;5888,14
2025-09-12;BRKM3;BRBRKMACNOR1;CASH;;;9,39;;;;;;4;500;4697
2025-09-12;BRKM5;BRBRKMACNPA4;CASH;;;8,91;;;;;;4;2000;17812
2025-09-12;BRKM6;BRBRKMACNPB2;CASH;;;7,22;;;;;;1;100;722
2025-09-12;BRSR3;BRBRSRACNOR3;CASH;;;13,16;;;;;;1;200;2632
2025-09-12;BRSR6;BRBRSRACNPB4;CASH;;;11,83;;;;;;32;8500;100523
2025-09-12;BRSR6F;BRBRSRACNPB4;ODD LOT;;;11,85;;;;;;43;571;6767,26
2025-09-12;BRZP11;BRBRZPCTF005;CASH;;;138,44;;;;;;4;66;9137,16
2025-09-12;BSLI3;BRBSLIACNOR5;CASH;;;9,28;;;;;;1;100;928
2025-09-12;BTAL11;BRBTALCTF003;CASH;;;79,45;;;;;;1;7;556,15
2025-09-12;BTCI11;BRBTCICTF005;CASH;;;9,32;;;;;;23;2786;25960,52
2025-09-12;BTHF11;BRBTHFCTF000;CASH;;;8,59;;;;;;43;4488;38572,49
2025-09-12;BTLG11;BRBTLGCTF000;CASH;;;102,75;;;;;;21;141;14487,69
2025-09-12;CACR11;BRCACRCTF004;CASH;;;75,87;;;;;;29;313;23747,4
2025-09-12;CAML3F;BRCAMLACNOR3;ODD LOT;;;5,07;;;;;;4;32;162,29
2025-09-12;CASH3;BRCASHACNOR8;CASH;;;4,53;;;;;;146;397300;1799290
2025-09-12;CASH3F;BRCASHACNOR8;ODD LOT;;;4,57;;;;;;66;685;3128,85
2025-09-12;CBAV3;BRCBAVACNOR5;CASH;;;3,79;;;;;;19;18800;71177
2025-09-12;CBAV3F;BRCBAVACNOR5;ODD LOT;;;3,79;;;;;;8;84;318,36
2025-09-12;CCME11;BRCCMECTF007;CASH;;;8,78;;;;;;2;25;219,5
2025-09-12;CCMF26;BRBMEFCCP2Y2;AGRIBUSINESS;70,91;71,05;70,99;71,05;-0,15;71,16;;;9;39;1246023
2025-09-12;CCMF27;BRBMEFCCP353;AGRIBUSINESS;;;;;;70,4;;;;;
2025-09-12;CCMH26;BRBMEFCCP2Z9;AGRIBUSINESS;;;;;;73,25;;;;;
2025-09-12;CCMK26;BRBMEFCCP312;AGRIBUSINESS;;;;;;71,75;;;;;
2025-09-12;CCMK27;BRBMEFCCP338;AGRIBUSINESS;;;;;;67,84;;;;;
2025-09-12;CCMN26;BRBMEFCCP320;AGRIBUSINESS;;;;;;68,75;;;;;
2025-09-12;CCMU25;BRBMEFCCP2S4;AGRIBUSINESS;65,07;65,07;65,07;65,07;-0,07;65,12;;;6;10;292815
2025-09-12;CCMU26;BRBMEFCCP304;AGRIBUSINESS;;;;;;68,3;;;;;
2025-09-12;CCMX25;BRBMEFCCP2X4;AGRIBUSINESS;68,2;68,3;68,26;68,27;0,1;68,2;;;26;32;983061
2025-09-12;CCMX26;BRBMEFCCP346;AGRIBUSINESS;;;;;;70,04;;;;;
2025-09-12;CEAB3;BRCEABACNOR1;CASH;;;17,61;;;;;;3;500;8804
2025-09-12;CEAB3F;BRCEABACNOR1;ODD LOT;;;17,55;;;;;;1;23;403,65
2025-09-12;CGAS5F;BRCGASACNPA3;ODD LOT;;;128,50;;;;;;2;2;257
2025-09-12;CLIN11;BRCLINCTF007;CASH;;;88,13;;;;;;1;12;1057,56
2025-09-12;CLSC4F;BRCLSCACNPR3;ODD LOT;;;104,89;;;;;;1;2;209,78
2025-09-12;CMIG3F;BRCMIGACNOR6;ODD LOT;;;14,88;;;;;;4;76;1130,77
2025-09-12;CMIG4;BRCMIGACNPR3;CASH;;;10,95;;;;;;7;6000;65693
2025-09-12;CMIG4F;BRCMIGACNPR3;ODD LOT;;;10,97;;;;;;36;488;5353,56
2025-09-12;CMIN3;BRCMINACNOR2;CASH;;;5,11;;;;;;13;6900;35283
2025-09-12;CMIN3F;BRCMINACNOR2;ODD LOT;;;5,12;;;;;;20;191;978,84
2025-09-12;CNES11;BRCNESCTF001;CASH;;;1,37;;;;;;3;13;17,83
2025-09-12;COCA34;BRCOCABDR002;CASH;;;59,91;;;;;;2;52;3115,32
2025-09-12;COCE5;BRCOCEACNPA3;CASH;;;29,27;;;;;;1;100;2927
2025-09-12;COGN3;BRCOGNACNOR2;CASH;;;2,91;;;;;;55;129200;376494
2025-09-12;COGN3F;BRCOGNACNOR2;ODD LOT;;;2,95;;;;;;8;63;185,66
2025-09-12;COIN11;BRCOINCTF019;CASH;;;87,40;;;;;;7;102;8914,8
2025-09-12;CPFE3;BRCPFEACNOR0;CASH;;;38,31;;;;;;2;500;19154
2025-09-12;CPFE3F;BRCPFEACNOR0;ODD LOT;;;38,23;;;;;;17;98;3746,77
2025-09-12;CPLE3F;BRCPLEACNOR8;ODD LOT;;;11,56;;;;;;4;9;104,01
2025-09-12;CPLE6;BRCPLEACNPB9;CASH;;;12,39;;;;;;8;5900;73075
2025-09-12;CPLE6F;BRCPLEACNPB9;ODD LOT;;;12,41;;;;;;19;204;2531,75
2025-09-12;CPSH11;BRCPSHCTF017;CASH;;;9,89;;;;;;9;1138;11251,98
2025-09-12;CPTI11;BRCPTICTF005;CASH;;;82,95;;;;;;1;1;82,95
2025-09-12;CPTS11;BRCPTSCTF004;CASH;;;7,35;;;;;;75;3305;24308,25
2025-09-12;CRPG5F;BRCRPGACNPA3;ODD LOT;;;14,52;;;;;;5;32;464,53
2025-09-12;CRPT11;BRCRPTCTF006;CASH;;;24,49;;;;;;10;400;9794,29
2025-09-12;CSAN3;BRCSANACNOR6;CASH;;;7,43;;;;;;14;15700;116609
2025-09-12;CSAN3F;BRCSANACNOR6;ODD LOT;;;7,44;;;;;;19;208;1546,6
2025-09-12;CSMG3;BRCSMGACNOR5;CASH;;;32,61;;;;;;6;1600;52180
2025-09-12;CSMG3F;BRCSMGACNOR5;ODD LOT;;;32,72;;;;;;13;68;2225,08
2025-09-12;CSNA3;BRCSNAACNOR6;CASH;;;7,83;;;;;;10;16100;126008
2025-09-12;CSNA3F;BRCSNAACNOR6;ODD LOT;;;7,88;;;;;;2;2;15,76
2025-09-12;CURY3;BRCURYACNOR3;CASH;;;33,70;;;;;;2;500;16850
2025-09-12;CURY3F;BRCURYACNOR3;ODD LOT;;;33,67;;;;;;4;49;1649,77
2025-09-12;CVBI11;BRCVBICTF001;CASH;;;83,06;;;;;;82;1582;131408,14
2025-09-12;CVCB3;BRCVCBACNOR1;CASH;;;2,02;;;;;;25;56500;114217
2025-09-12;CVCB3F;BRCVCBACNOR1;ODD LOT;;;2,03;;;;;;13;235;477,15
2025-09-12;CXSE3;BRCXSEACNOR7;CASH;;;13,95;;;;;;27;10200;142293
2025-09-12;CXSE3F;BRCXSEACNOR7;ODD LOT;;;13,98;;;;;;64;1034;14456,1
2025-09-12;CYCR11;BRCYCRCTF004;CASH;;;8,58;;;;;;12;1050;9007,22
2025-09-12;CYRE3;BRCYREACNOR7;CASH;;;30,43;;;;;;16;7000;213005
2025-09-12;CYRE3F;BRCYREACNOR7;ODD LOT;;;30,31;;;;;;15;230;6972,41
2025-09-12;DAMA11;BRDAMACTF007;CASH;;;6,70;;;;;;1;50;335
2025-09-12;DASA3;BRDASAACNOR1;CASH;;;1,33;;;;;;2;700;931
2025-09-12;DCRA11;BRDCRACTF002;CASH;;;7,02;;;;;;2;21;147,42
2025-09-12;DEVA11;BRDEVACTF000;CASH;;;26,76;;;;;;16;216;5781,12
2025-09-12;DEXP3;BRDEXPACNOR1;CASH;;;8,36;;;;;;1;200;1672
2025-09-12;DIRR3;BRDIRRACNOR0;CASH;;;15,56;;;;;;4;1000;15557
2025-09-12;DIRR3F;BRDIRRACNOR0;ODD LOT;;;15,56;;;;;;5;18;280,09
2025-09-12;DMVF3;BRDMVFACNOR9;CASH;;;4,37;;;;;;3;1000;4372
2025-09-12;DOLA11;BRDOLACTF018;CASH;;;10,17;;;;;;3;65;661,05
2025-09-12;DPRO11;BRDPROCTF005;CASH;;;5,95;;;;;;1;4;23,8
2025-09-12;DXCO3;BRDXCOACNOR8;CASH;;;5,76;;;;;;7;6200;35737
2025-09-12;DXCO3F;BRDXCOACNOR8;ODD LOT;;;5,74;;;;;;1;81;464,94
2025-09-12;EALT4;BREALTACNPR1;CASH;;;12,04;;;;;;1;200;2408
2025-09-12;ECOR3F;BRECORACNOR8;ODD LOT;;;8,00;;;;;;1;2;16
2025-09-12;EGIE3;BREGIEACNOR9;CASH;;;40,69;;;;;;1;600;24414
2025-09-12;EGIE3F;BREGIEACNOR9;ODD LOT;;;40,73;;;;;;8;104;4235,97
2025-09-12;ELET3;BRELETACNOR6;CASH;;;46,44;;;;;;21;4800;222923
2025-09-12;ELET3F;BRELETACNOR6;ODD LOT;;;46,35;;;;;;8;24;1112,46
2025-09-12;ELET6;BRELETACNPB7;CASH;;;49,15;;;;;;7;1300;63898
2025-09-12;ELET6F;BRELETACNPB7;ODD LOT;;;49,13;;;;;;3;4;196,51
2025-09-12;EMAE4;BREMAEACNPR1;CASH;;;27,89;;;;;;2;200;5578
2025-09-12;EMAE4F;BREMAEACNPR1;ODD LOT;;;29,04;;;;;;2;5;145,18
2025-09-12;EMBR3;BREMBRACNOR4;CASH;;;76,70;;;;;;76;32800;2515682
2025-09-12;EMBR3F;BREMBRACNOR4;ODD LOT;;;76,69;;;;;;60;850;65187,7
2025-09-12;ENEV3;BRENEVACNOR8;CASH;;;15,95;;;;;;3;4100;65394
2025-09-12;ENGI11;BRENGICDAM16;CASH;;;49,74;;;;;;1;700;34818
2025-09-12;ENGI11F;BRENGICDAM16;ODD LOT;;;49,50;;;;;;3;36;1782
2025-09-12;ENGI3F;BRENGIACNOR0;ODD LOT;;;14,37;;;;;;3;5;71,85
2025-09-12;EPAR3;BREPARACNOR9;CASH;;;4,39;;;;;;2;200;877
2025-09-12;EPAR3F;BREPARACNOR9;ODD LOT;;;4,38;;;;;;1;1;4,38
2025-09-12;EQIX34;BREQIXBDR002;CASH;;;52,83;;;;;;2;4;211,32
2025-09-12;EQTL3;BREQTLACNOR0;CASH;;;36,29;;;;;;1;2500;90725
2025-09-12;EQTL3F;BREQTLACNOR0;ODD LOT;;;36,09;;;;;;3;6;216,51
2025-09-12;ESPA3;BRESPAACNOR7;CASH;;;1,14;;;;;;1;2700;3078
2025-09-12;ETER3;BRETERACNOR3;CASH;;;4,80;;;;;;2;300;1441
2025-09-12;ETER3F;BRETERACNOR3;ODD LOT;;;4,78;;;;;;1;1;4,78
2025-09-12;ETHE11;BRETHECTF007;CASH;;;72,49;;;;;;42;2810;203698,15
2025-09-12;ETHF26;BRBMEFETH5M9;AGRIBUSINESS;;;;;;2956;;;;;
2025-09-12;ETHF27;BRBMEFETH5Z1;AGRIBUSINESS;;;;;;2750;;;;;
2025-09-12;ETHG26;BRBMEFETH5N7;AGRIBUSINESS;;;;;;2949;;;;;
2025-09-12;ETHG27;BRBMEFETH608;AGRIBUSINESS;;;;;;2750;;;;;
2025-09-12;ETHH26;BRBMEFETH5O5;AGRIBUSINESS;;;;;;2966,5;;;;;
2025-09-12;ETHH27;BRBMEFETH616;AGRIBUSINESS;;;;;;2750;;;;;
2025-09-12;ETHJ26;BRBMEFETH5R8;AGRIBUSINESS;;;;;;2830;;;;;
2025-09-12;ETHK26;BRBMEFETH5Q0;AGRIBUSINESS;;;;;;2610;;;;;
2025-09-12;ETHM26;BRBMEFETH5S6;AGRIBUSINESS;;;;;;2580;;;;;
2025-09-12;ETHN26;BRBMEFETH5T4;AGRIBUSINESS;;;;;;2580;;;;;
2025-09-12;ETHQ26;BRBMEFETH5U2;AGRIBUSINESS;;;;;;2580;;;;;
2025-09-12;ETHU25;BRBMEFETH5H9;AGRIBUSINESS;;;;;;2860;;;;;
2025-09-12;ETHU26;BRBMEFETH5V0;AGRIBUSINESS;;;;;;2580;;;;;
2025-09-12;ETHV25;BRBMEFETH5I7;AGRIBUSINESS;2890;2890;2890;2890;-0,34;2900;;;1;3;260100
2025-09-12;ETHV26;BRBMEFETH5W8;AGRIBUSINESS;;;;;;2690;;;;;
2025-09-12;ETHX25;BRBMEFETH5K3;AGRIBUSINESS;;;;;;2928;;;;;
2025-09-12;ETHX26;BRBMEFETH5X6;AGRIBUSINESS;;;;;;2700;;;;;
2025-09-12;ETHZ25;BRBMEFETH5L1;AGRIBUSINESS;;;;;;2924;;;;;
2025-09-12;ETHZ26;BRBMEFETH5Y4;AGRIBUSINESS;;;;;;2725;;;;;
2025-09-12;EVEN3F;BREVENACNOR8;ODD LOT;;;7,80;;;;;;1;1;7,8
2025-09-12;EVTC31;BREVTCBDR003;CASH;;;179,08;;;;;;1;1;179,08
2025-09-12;EZTC3;BREZTCACNOR0;CASH;;;16,78;;;;;;1;300;5034
2025-09-12;EZTC3F;BREZTCACNOR0;ODD LOT;;;16,67;;;;;;1;1;16,67
2025-09-12;FAED11;BRFAEDCTF003;CASH;;;147,80;;;;;;1;28;4138,4
2025-09-12;FATN11;BRFATNCTF000;CASH;;;82,50;;;;;;1;17;1402,5
2025-09-12;FCFL11;BRFCFLCTF009;CASH;;;125,50;;;;;;1;320;40160
2025-09-12;FESA4;BRFESAACNPR5;CASH;;;6,52;;;;;;1;200;1304
2025-09-12;FGAA11;BRFGAACTF004;CASH;;;8,66;;;;;;7;1246;10790,76
2025-09-12;FIQE3;BRFIQEACNOR5;CASH;;;4,51;;;;;;1;200;902
2025-09-12;FIQE3F;BRFIQEACNOR5;ODD LOT;;;4,54;;;;;;1;13;59,02
2025-09-12;FLRY3;BRFLRYACNOR5;CASH;;;15,84;;;;;;2;1000;15836
2025-09-12;FLRY3F;BRFLRYACNOR5;ODD LOT;;;15,72;;;;;;3;21;330,17
2025-09-12;FOMO11;BRFOMOCTF004;CASH;;;41,00;;;;;;1;1;41
2025-09-12;FPAB11;BRFPABCTF011;CASH;;;206,26;;;;;;4;22;4537,64
2025-09-12;FTCA11;BRFTCACTF011;CASH;;;8,79;;;;;;4;63;553,6
2025-09-12;FYTO11;BRFYTOCTF008;CASH;;;7,85;;;;;;1;25;196,25
2025-09-12;GAME11;BRGAMECTF002;CASH;;;8,47;;;;;;2;1207;10223,29
2025-09-12;GARE11;BRGARECTF001;CASH;;;9,05;;;;;;26;532;4813,17
2025-09-12;GCRI11;BRGCRICTF008;CASH;;;64,42;;;;;;2;3;193,25
2025-09-12;GEPA4F;BRGEPAACNPR9;ODD LOT;;;36,10;;;;;;3;5;180,5
2025-09-12;GFSA3;BRGFSAACNOR3;CASH;;;12,02;;;;;;6;20500;246392
2025-09-12;GFSA3F;BRGFSAACNOR3;ODD LOT;;;11,91;;;;;;8;81;964,41
2025-09-12;GGBR3F;BRGGBRACNOR1;ODD LOT;;;15,07;;;;;;1;4;60,28
2025-09-12;GGBR4;BRGGBRACNPR8;CASH;;;16,30;;;;;;47;40900;666815
2025-09-12;GGBR4F;BRGGBRACNPR8;ODD LOT;;;16,36;;;;;;10;87;1423,62
2025-09-12;GGRC11;BRGGRCCTF002;CASH;;;9,80;;;;;;23;2601;25479,48
2025-09-12;GMAT3;BRGMATACNOR7;CASH;;;7,04;;;;;;1;200;1408
2025-09-12;GOAU3F;BRGOAUACNOR1;ODD LOT;;;9,39;;;;;;7;120;1126,77
2025-09-12;GOAU4;BRGOAUACNPR8;CASH;;;9,27;;;;;;10;3500;32438
2025-09-12;GOAU4F;BRGOAUACNPR8;ODD LOT;;;9,32;;;;;;9;62;577,59
2025-09-12;GOGL34;BRGOGLBDR001;CASH;;;106,94;;;;;;8;197;21067,18
2025-09-12;GOLD11;BRGOLDCTF015;CASH;;;20,39;;;;;;9;72;1467,75
2025-09-12;GOLL54;BRGOLLA01PR5;CASH;;;0,01;;;;;;22;6957000;46944,59
2025-09-12;GOLL54F;BRGOLLA01PR5;ODD LOT;;;0,01;;;;;;28;3536;23,47
2025-09-12;GPUS11;BRGPUSCTF003;CASH;;;105,98;;;;;;4;20;2119,55
2025-09-12;GRND3;BRGRNDACNOR3;CASH;;;5,18;;;;;;4;700;3629
2025-09-12;GRND3F;BRGRNDACNOR3;ODD LOT;;;5,20;;;;;;6;21;109,29
2025-09-12;GROP31;BRGROPBDR009;CASH;;;17,88;;;;;;2;178;3182,64
2025-09-12;GRUL11;BRGRULCTF004;CASH;;;8,09;;;;;;1;5;40,45
2025-09-12;GTWR11;BRGTWRCTF003;CASH;;;76,25;;;;;;1;15;1143,75
2025-09-12;HABT11;BRHABTCTF001;CASH;;;77,04;;;;;;1;3;231,12
